gender,shoulder_to_hip,waist_to_hip,shoulder_to_waist,torso_aspect,symmetry,midline_offset,shape_label
female,0.9121,1.0339,0.8822,1.0964,0.9718,0.0019,rectangle
female,0.9129,1.0172,0.8975,1.1113,0.9993,0.0065,rectangle
female,0.9215,1.0169,0.9062,1.0820,0.9526,0.0021,rectangle
female,0.9200,1.0172,0.9044,1.0817,0.9678,0.0199,rectangle
female,0.9178,1.0212,0.8987,1.0933,0.9600,0.0022,rectangle
female,0.8985,1.0166,0.8838,1.0913,0.9857,0.0125,rectangle
female,0.9143,1.0276,0.8897,1.0959,0.9803,0.0238,rectangle
female,0.9134,1.0211,0.8945,1.0818,0.9900,0.0103,rectangle
female,0.9118,1.0135,0.8997,1.1011,0.9604,0.0169,rectangle
female,0.9165,1.0195,0.8989,1.0939,0.9878,0.0046,rectangle
female,0.9095,1.0105,0.9001,1.1050,0.9966,0.0024,rectangle
female,0.9124,1.0247,0.8904,1.0983,0.9576,0.0103,rectangle
female,0.9079,1.0276,0.8835,1.0914,0.9931,0.0124,rectangle
female,0.9093,1.0224,0.8893,1.0773,0.9603,0.0066,rectangle
female,0.9202,1.0216,0.9007,1.1190,0.9624,0.0020,rectangle
female,0.9212,1.0125,0.9099,1.1124,0.9800,0.0062,rectangle
female,0.9060,1.0234,0.8853,1.0872,0.9523,0.0054,rectangle
female,0.9019,1.0207,0.8835,1.0806,0.9586,0.0099,rectangle
female,0.9148,1.0248,0.8927,1.0981,0.9518,0.0061,rectangle
female,0.9123,1.0202,0.8942,1.0970,0.9937,0.0122,rectangle
female,0.9138,1.0214,0.8946,1.1037,0.9818,0.0005,rectangle
female,0.9182,1.0178,0.9022,1.0938,0.9846,0.0164,rectangle
female,0.9137,1.0157,0.8995,1.1052,0.9547,0.0016,rectangle
female,0.9071,1.0189,0.8903,1.1008,0.9952,0.0055,rectangle
female,0.9063,1.0139,0.8939,1.0816,0.9670,0.0035,rectangle
female,0.9168,1.0211,0.8978,1.0814,0.9968,0.0066,rectangle
female,0.9179,1.0019,0.9161,1.0962,0.9758,0.0176,rectangle
female,0.9078,1.0146,0.8947,1.0793,0.9970,0.0038,rectangle
female,0.9148,1.0000,0.9148,1.0850,0.9848,0.0150,rectangle
female,0.9114,1.0158,0.8973,1.0940,0.9807,0.0040,rectangle
female,0.9065,1.0218,0.8872,1.0875,0.9588,0.0063,rectangle
female,0.9015,1.0262,0.8785,1.0907,0.9802,0.0007,rectangle
female,0.9285,1.0191,0.9111,1.0985,0.9759,0.0050,rectangle
female,0.9154,1.0229,0.8949,1.0882,0.9616,0.0085,rectangle
female,0.9156,1.0178,0.8995,1.0793,0.9675,0.0000,rectangle
female,0.9130,1.0160,0.8987,1.0983,0.9694,0.0133,rectangle
female,0.9078,1.0217,0.8885,1.0867,0.9980,0.0025,rectangle
female,0.9089,1.0167,0.8940,1.1020,0.9641,0.0087,rectangle
female,0.9130,1.0121,0.9021,1.0964,0.9642,0.0041,rectangle
female,0.9160,1.0221,0.8962,1.0887,0.9916,0.0142,rectangle
female,0.8961,1.0237,0.8753,1.0761,0.9949,0.0074,rectangle
female,0.9077,1.0133,0.8958,1.0923,0.9747,0.0085,rectangle
female,0.9160,1.0179,0.8999,1.0893,0.9549,0.0226,rectangle
female,0.9146,1.0183,0.8981,1.0987,0.9510,0.0007,rectangle
female,0.9083,1.0169,0.8932,1.0925,0.9704,0.0120,rectangle
female,0.9125,1.0211,0.8937,1.0901,0.9900,0.0031,rectangle
female,0.9157,1.0226,0.8954,1.1050,0.9958,0.0042,rectangle
female,0.9103,1.0117,0.8998,1.1069,0.9678,0.0012,rectangle
female,0.9106,1.0211,0.8918,1.0923,0.9570,0.0044,rectangle
female,0.9144,1.0228,0.8939,1.0808,0.9841,0.0107,rectangle
female,0.8977,1.0178,0.8820,1.0892,0.9660,0.0140,rectangle
female,0.9117,1.0139,0.8992,1.0886,0.9878,0.0113,rectangle
female,0.9128,1.0069,0.9065,1.0883,0.9905,0.0257,rectangle
female,0.9064,1.0128,0.8950,1.1125,0.9701,0.0064,rectangle
female,0.9132,1.0180,0.8970,1.0850,0.9780,0.0037,rectangle
female,0.9138,1.0200,0.8958,1.0884,0.9857,0.0016,rectangle
female,0.9225,1.0236,0.9012,1.0996,0.9628,0.0034,rectangle
female,0.9044,1.0153,0.8908,1.0970,0.9577,0.0062,rectangle
female,0.9174,1.0145,0.9043,1.1082,0.9820,0.0137,rectangle
female,0.9109,1.0227,0.8907,1.0924,0.9731,0.0046,rectangle
female,0.9177,1.0224,0.8976,1.0809,0.9661,0.0128,rectangle
female,0.9057,1.0154,0.8919,1.1009,0.9518,0.0126,rectangle
female,0.9147,1.0143,0.9018,1.0965,0.9885,0.0060,rectangle
female,0.9171,1.0125,0.9058,1.1086,0.9663,0.0091,rectangle
female,0.9037,1.0159,0.8895,1.0897,0.9534,0.0012,rectangle
female,0.9139,1.0164,0.8991,1.1072,0.9920,0.0090,rectangle
female,0.9141,1.0195,0.8966,1.0773,0.9741,0.0075,rectangle
female,0.9087,1.0185,0.8922,1.0919,0.9660,0.0052,rectangle
female,0.9098,1.0139,0.8973,1.1069,0.9611,0.0008,rectangle
female,0.9115,1.0126,0.9002,1.0907,0.9633,0.0102,rectangle
female,0.9096,1.0206,0.8913,1.0835,0.9943,0.0030,rectangle
female,0.9136,1.0192,0.8964,1.0902,0.9951,0.0060,rectangle
female,0.9127,1.0237,0.8916,1.0858,0.9947,0.0009,rectangle
female,0.9027,1.0181,0.8866,1.0900,0.9877,0.0060,rectangle
female,0.9053,1.0120,0.8946,1.0814,0.9923,0.0004,rectangle
female,0.9042,1.0068,0.8981,1.0876,0.9707,0.0125,rectangle
female,0.9110,1.0248,0.8890,1.0937,0.9674,0.0018,rectangle
female,0.9120,1.0173,0.8966,1.0961,0.9576,0.0109,rectangle
female,0.9097,1.0205,0.8914,1.0946,0.9721,0.0094,rectangle
female,0.9295,1.0275,0.9046,1.0950,0.9677,0.0022,rectangle
female,0.9146,1.0197,0.8969,1.0984,0.9677,0.0097,rectangle
female,0.9145,1.0170,0.8992,1.0786,0.9580,0.0077,rectangle
female,0.9116,1.0108,0.9019,1.0859,0.9804,0.0076,rectangle
female,0.9124,1.0237,0.8913,1.0995,0.9756,0.0057,rectangle
female,0.9143,1.0209,0.8957,1.0845,0.9504,0.0204,rectangle
female,0.9201,1.0178,0.9040,1.0711,0.9858,0.0007,rectangle
female,0.9145,1.0144,0.9016,1.0924,0.9666,0.0025,rectangle
female,0.9116,1.0099,0.9027,1.0936,0.9724,0.0117,rectangle
female,0.9181,1.0182,0.9017,1.1003,0.9870,0.0067,rectangle
female,0.9090,1.0216,0.8897,1.0893,0.9919,0.0038,rectangle
female,0.8982,1.0121,0.8875,1.0957,0.9647,0.0024,rectangle
female,0.9148,1.0192,0.8975,1.0886,0.9711,0.0042,rectangle
female,0.9111,1.0163,0.8964,1.0994,0.9892,0.0066,rectangle
female,0.9144,1.0114,0.9042,1.0954,0.9989,0.0024,rectangle
female,0.9047,1.0159,0.8906,1.0961,0.9827,0.0071,rectangle
female,0.9073,1.0202,0.8894,1.0838,0.9727,0.0090,rectangle
female,0.8983,1.0237,0.8774,1.0980,0.9837,0.0019,rectangle
female,0.9038,1.0255,0.8813,1.0868,0.9678,0.0029,rectangle
female,0.9129,1.0176,0.8971,1.0814,0.9534,0.0046,rectangle
female,0.9145,1.0129,0.9029,1.0910,0.9629,0.0051,rectangle
female,0.9101,1.0228,0.8899,1.0866,0.9994,0.0012,rectangle
female,0.9096,1.0114,0.8994,1.0910,0.9856,0.0189,rectangle
female,0.9131,1.0177,0.8972,1.0971,0.9766,0.0058,rectangle
female,0.9152,1.0180,0.8990,1.0902,0.9682,0.0003,rectangle
female,0.9103,1.0230,0.8898,1.0734,0.9835,0.0037,rectangle
female,0.9139,1.0188,0.8970,1.0969,0.9920,0.0288,rectangle
female,0.9110,1.0124,0.8998,1.1078,0.9969,0.0193,rectangle
female,0.9129,1.0074,0.9062,1.0888,0.9902,0.0013,rectangle
female,0.9062,1.0112,0.8962,1.0990,0.9629,0.0010,rectangle
female,0.9199,1.0220,0.9001,1.0757,0.9678,0.0008,rectangle
female,0.9091,1.0149,0.8957,1.0954,0.9853,0.0192,rectangle
female,0.9120,1.0166,0.8971,1.0808,0.9866,0.0072,rectangle
female,0.9126,1.0218,0.8932,1.0885,0.9603,0.0088,rectangle
female,0.9122,1.0271,0.8881,1.0955,0.9568,0.0073,rectangle
female,0.9106,1.0232,0.8900,1.1019,0.9613,0.0063,rectangle
female,0.9129,1.0125,0.9016,1.0700,0.9554,0.0134,rectangle
female,0.9029,1.0203,0.8850,1.0901,0.9544,0.0160,rectangle
female,0.9066,1.0155,0.8927,1.1005,0.9777,0.0025,rectangle
female,0.9137,1.0206,0.8953,1.0803,0.9617,0.0023,rectangle
female,0.9040,1.0123,0.8929,1.0875,0.9519,0.0079,rectangle
female,0.9070,1.0257,0.8843,1.1006,0.9776,0.0097,rectangle
female,0.9186,1.0181,0.9023,1.0975,0.9947,0.0036,rectangle
female,0.9085,1.0182,0.8923,1.0964,0.9747,0.0132,rectangle
female,0.9145,1.0067,0.9084,1.1047,0.9954,0.0018,rectangle
female,0.9080,1.0226,0.8879,1.0734,0.9814,0.0039,rectangle
female,0.9138,1.0193,0.8965,1.0962,0.9978,0.0203,rectangle
female,0.9053,1.0123,0.8943,1.0851,0.9855,0.0076,rectangle
female,0.9096,1.0243,0.8880,1.1098,0.9797,0.0153,rectangle
female,0.9115,1.0124,0.9004,1.0875,0.9616,0.0085,rectangle
female,0.9218,1.0102,0.9125,1.0864,0.9981,0.0021,rectangle
female,0.9132,1.0206,0.8947,1.0867,0.9753,0.0020,rectangle
female,0.9165,1.0228,0.8961,1.0819,0.9797,0.0158,rectangle
female,0.9090,1.0160,0.8947,1.0975,0.9659,0.0020,rectangle
female,0.9162,1.0190,0.8991,1.0867,0.9763,0.0070,rectangle
female,0.9094,1.0253,0.8869,1.0927,0.9594,0.0046,rectangle
female,0.9105,1.0166,0.8956,1.0952,0.9586,0.0179,rectangle
female,0.9168,1.0071,0.9103,1.0996,0.9767,0.0160,rectangle
female,0.9090,1.0126,0.8977,1.1020,0.9591,0.0053,rectangle
female,0.9088,1.0198,0.8911,1.0952,0.9855,0.0021,rectangle
female,0.9079,1.0112,0.8978,1.0935,0.9834,0.0025,rectangle
female,1.0473,0.8735,1.1990,1.2261,0.9609,0.0007,inverted_triangle
female,1.0468,0.8876,1.1793,1.2252,0.9751,0.0001,inverted_triangle
female,1.0434,0.8833,1.1812,1.2320,0.9638,0.0094,inverted_triangle
female,1.0452,0.8803,1.1874,1.2271,0.9612,0.0001,inverted_triangle
female,1.0465,0.8882,1.1782,1.2072,0.9980,0.0062,inverted_triangle
female,1.0478,0.8873,1.1809,1.2230,0.9648,0.0006,inverted_triangle
female,1.0453,0.8814,1.1859,1.2284,0.9661,0.0117,inverted_triangle
female,1.0377,0.8797,1.1796,1.2142,0.9516,0.0040,inverted_triangle
female,1.0466,0.8957,1.1685,1.2417,0.9717,0.0092,inverted_triangle
female,1.0437,0.8902,1.1724,1.2382,0.9552,0.0048,inverted_triangle
female,1.0525,0.8887,1.1843,1.2204,0.9809,0.0009,inverted_triangle
female,1.0475,0.8884,1.1791,1.2316,0.9799,0.0062,inverted_triangle
female,1.0424,0.8742,1.1925,1.2304,0.9523,0.0223,inverted_triangle
female,1.0567,0.8915,1.1853,1.2128,0.9996,0.0007,inverted_triangle
female,1.0479,0.8889,1.1790,1.2370,0.9948,0.0009,inverted_triangle
female,1.0451,0.8866,1.1789,1.2405,0.9999,0.0139,inverted_triangle
female,1.0483,0.8809,1.1901,1.2368,0.9880,0.0070,inverted_triangle
female,1.0470,0.8859,1.1818,1.2385,0.9744,0.0138,inverted_triangle
female,1.0481,0.8895,1.1783,1.2198,0.9706,0.0019,inverted_triangle
female,1.0482,0.8858,1.1834,1.2276,0.9976,0.0190,inverted_triangle
female,1.0405,0.8873,1.1726,1.2270,0.9823,0.0143,inverted_triangle
female,1.0510,0.8928,1.1772,1.2357,0.9902,0.0066,inverted_triangle
female,1.0327,0.8901,1.1602,1.2390,0.9536,0.0014,inverted_triangle
female,1.0517,0.8919,1.1792,1.2371,0.9867,0.0035,inverted_triangle
female,1.0510,0.8889,1.1823,1.2338,0.9518,0.0026,inverted_triangle
female,1.0451,0.8856,1.1802,1.2224,0.9973,0.0102,inverted_triangle
female,1.0403,0.8954,1.1618,1.2361,0.9979,0.0153,inverted_triangle
female,1.0355,0.8900,1.1635,1.2343,0.9886,0.0022,inverted_triangle
female,1.0551,0.8772,1.2028,1.2257,0.9863,0.0148,inverted_triangle
female,1.0403,0.8853,1.1750,1.2244,0.9540,0.0117,inverted_triangle
female,1.0567,0.8878,1.1903,1.2158,0.9825,0.0094,inverted_triangle
female,1.0450,0.8905,1.1734,1.2301,0.9585,0.0055,inverted_triangle
female,1.0547,0.8826,1.1950,1.2288,0.9748,0.0069,inverted_triangle
female,1.0354,0.8789,1.1781,1.2219,0.9546,0.0031,inverted_triangle
female,1.0410,0.8869,1.1738,1.2339,0.9749,0.0182,inverted_triangle
female,1.0524,0.8811,1.1944,1.2370,0.9775,0.0023,inverted_triangle
female,1.0418,0.8870,1.1745,1.2338,0.9587,0.0115,inverted_triangle
female,1.0494,0.8943,1.1733,1.2250,0.9662,0.0068,inverted_triangle
female,1.0477,0.8901,1.1770,1.2282,0.9819,0.0059,inverted_triangle
female,1.0454,0.8879,1.1774,1.2302,0.9717,0.0003,inverted_triangle
female,1.0461,0.8867,1.1798,1.2519,0.9784,0.0077,inverted_triangle
female,1.0487,0.8894,1.1791,1.2243,0.9602,0.0066,inverted_triangle
female,1.0427,0.8965,1.1631,1.2140,0.9529,0.0042,inverted_triangle
female,1.0467,0.8875,1.1793,1.2273,0.9960,0.0129,inverted_triangle
female,1.0416,0.8766,1.1883,1.2275,0.9602,0.0105,inverted_triangle
female,1.0455,0.8799,1.1883,1.2123,0.9738,0.0003,inverted_triangle
female,1.0482,0.8849,1.1846,1.2415,0.9620,0.0039,inverted_triangle
female,1.0412,0.8901,1.1698,1.2338,0.9860,0.0024,inverted_triangle
female,1.0482,0.8902,1.1775,1.2293,0.9627,0.0101,inverted_triangle
female,1.0560,0.8782,1.2024,1.2333,0.9742,0.0056,inverted_triangle
female,1.0443,0.8811,1.1852,1.2290,0.9914,0.0100,inverted_triangle
female,1.0452,0.8861,1.1797,1.2263,0.9650,0.0024,inverted_triangle
female,1.0511,0.8833,1.1899,1.2301,0.9584,0.0017,inverted_triangle
female,1.0441,0.8866,1.1776,1.2316,0.9797,0.0053,inverted_triangle
female,1.0392,0.8762,1.1860,1.2248,0.9633,0.0163,inverted_triangle
female,1.0413,0.8775,1.1866,1.2388,0.9843,0.0016,inverted_triangle
female,1.0458,0.8782,1.1909,1.2273,0.9872,0.0006,inverted_triangle
female,1.0490,0.8807,1.1912,1.2009,0.9932,0.0017,inverted_triangle
female,1.0366,0.8881,1.1672,1.2367,0.9842,0.0122,inverted_triangle
female,1.0428,0.8883,1.1739,1.2400,0.9811,0.0079,inverted_triangle
female,1.0423,0.8970,1.1619,1.2315,0.9731,0.0058,inverted_triangle
female,1.0484,0.8881,1.1806,1.2166,0.9922,0.0146,inverted_triangle
female,1.0387,0.8914,1.1653,1.2045,0.9589,0.0130,inverted_triangle
female,1.0474,0.8794,1.1910,1.2208,0.9960,0.0038,inverted_triangle
female,1.0439,0.8931,1.1688,1.2305,0.9859,0.0045,inverted_triangle
female,1.0454,0.8919,1.1721,1.2304,0.9592,0.0097,inverted_triangle
female,1.0354,0.8874,1.1668,1.2275,0.9874,0.0054,inverted_triangle
female,1.0424,0.8884,1.1734,1.2291,0.9953,0.0048,inverted_triangle
female,1.0440,0.8919,1.1704,1.2254,0.9527,0.0209,inverted_triangle
female,1.0528,0.8899,1.1830,1.2283,0.9912,0.0065,inverted_triangle
female,1.0439,0.8932,1.1688,1.2285,0.9829,0.0100,inverted_triangle
female,1.0450,0.8908,1.1730,1.2303,0.9534,0.0088,inverted_triangle
female,1.0415,0.8919,1.1677,1.2331,0.9908,0.0019,inverted_triangle
female,1.0386,0.8860,1.1723,1.2178,0.9763,0.0147,inverted_triangle
female,1.0411,0.8916,1.1676,1.2266,0.9735,0.0002,inverted_triangle
female,1.0437,0.8846,1.1798,1.2226,0.9721,0.0041,inverted_triangle
female,1.0466,0.8851,1.1825,1.2420,0.9616,0.0130,inverted_triangle
female,1.0396,0.8872,1.1717,1.2259,0.9916,0.0019,inverted_triangle
female,1.0389,0.8925,1.1640,1.2329,0.9897,0.0089,inverted_triangle
female,1.0456,0.8803,1.1878,1.2220,0.9929,0.0049,inverted_triangle
female,1.0436,0.8896,1.1731,1.2292,0.9782,0.0041,inverted_triangle
female,1.0441,0.8844,1.1805,1.2247,0.9553,0.0081,inverted_triangle
female,1.0419,0.8861,1.1759,1.2148,0.9650,0.0043,inverted_triangle
female,1.0400,0.8876,1.1717,1.2201,0.9927,0.0081,inverted_triangle
female,1.0420,0.8796,1.1847,1.2468,0.9516,0.0006,inverted_triangle
female,1.0472,0.8965,1.1681,1.2279,0.9511,0.0130,inverted_triangle
female,1.0468,0.8855,1.1823,1.2149,0.9788,0.0003,inverted_triangle
female,1.0486,0.8888,1.1798,1.2360,0.9970,0.0143,inverted_triangle
female,1.0428,0.8819,1.1824,1.2300,0.9727,0.0007,inverted_triangle
female,1.0506,0.8817,1.1916,1.2241,0.9987,0.0025,inverted_triangle
female,1.0458,0.8891,1.1762,1.2233,0.9614,0.0094,inverted_triangle
female,1.0567,0.8895,1.1879,1.2466,0.9720,0.0174,inverted_triangle
female,1.0431,0.8792,1.1865,1.2235,0.9515,0.0066,inverted_triangle
female,1.0492,0.8936,1.1740,1.2369,0.9579,0.0005,inverted_triangle
female,1.0450,0.8791,1.1887,1.2273,0.9650,0.0012,inverted_triangle
female,1.0505,0.8874,1.1838,1.2434,0.9575,0.0052,inverted_triangle
female,1.0455,0.8858,1.1804,1.2333,0.9667,0.0143,inverted_triangle
female,1.0411,0.8887,1.1715,1.2246,0.9629,0.0052,inverted_triangle
female,1.0394,0.8931,1.1638,1.2394,0.9990,0.0122,inverted_triangle
female,1.0499,0.8905,1.1789,1.2174,0.9777,0.0005,inverted_triangle
female,1.0400,0.8842,1.1762,1.2279,0.9845,0.0131,inverted_triangle
female,1.0377,0.8920,1.1633,1.2293,0.9676,0.0069,inverted_triangle
female,1.0441,0.8888,1.1747,1.2158,0.9623,0.0116,inverted_triangle
female,1.0407,0.8970,1.1602,1.2343,0.9688,0.0123,inverted_triangle
female,1.0372,0.8801,1.1785,1.2003,0.9754,0.0024,inverted_triangle
female,1.0372,0.8856,1.1712,1.2287,0.9681,0.0103,inverted_triangle
female,1.0445,0.8915,1.1717,1.2255,0.9811,0.0062,inverted_triangle
female,1.0367,0.8842,1.1724,1.2108,0.9554,0.0118,inverted_triangle
female,1.0404,0.8819,1.1798,1.2341,0.9908,0.0046,inverted_triangle
female,1.0464,0.8823,1.1860,1.2370,0.9910,0.0008,inverted_triangle
female,1.0537,0.8880,1.1865,1.2240,0.9636,0.0020,inverted_triangle
female,1.0462,0.8825,1.1855,1.2281,0.9873,0.0166,inverted_triangle
female,1.0466,0.8887,1.1776,1.2437,0.9864,0.0065,inverted_triangle
female,1.0431,0.8899,1.1721,1.2339,0.9658,0.0147,inverted_triangle
female,1.0456,0.8837,1.1832,1.2360,0.9679,0.0111,inverted_triangle
female,1.0360,0.8842,1.1716,1.2468,0.9631,0.0100,inverted_triangle
female,1.0457,0.8870,1.1789,1.2394,0.9766,0.0026,inverted_triangle
female,1.0418,0.8815,1.1818,1.2181,0.9545,0.0013,inverted_triangle
female,1.0471,0.8876,1.1797,1.2253,0.9900,0.0095,inverted_triangle
female,1.0477,0.8786,1.1924,1.2367,0.9600,0.0059,inverted_triangle
female,1.0463,0.8873,1.1791,1.2205,0.9920,0.0006,inverted_triangle
female,1.0375,0.8850,1.1723,1.2228,0.9947,0.0125,inverted_triangle
female,1.0347,0.8859,1.1679,1.2429,0.9922,0.0028,inverted_triangle
female,1.0443,0.8938,1.1684,1.2275,0.9996,0.0014,inverted_triangle
female,1.0377,0.8822,1.1762,1.2314,0.9604,0.0035,inverted_triangle
female,1.0478,0.8822,1.1877,1.2311,0.9743,0.0016,inverted_triangle
female,1.0398,0.8906,1.1674,1.2274,0.9779,0.0032,inverted_triangle
female,1.0434,0.8897,1.1728,1.2305,0.9881,0.0083,inverted_triangle
female,1.0356,0.8816,1.1746,1.2356,0.9835,0.0054,inverted_triangle
female,1.0466,0.8817,1.1870,1.2311,0.9914,0.0140,inverted_triangle
female,1.0365,0.8849,1.1712,1.2181,0.9992,0.0138,inverted_triangle
female,1.0487,0.8832,1.1873,1.2230,0.9595,0.0064,inverted_triangle
female,1.0490,0.8877,1.1817,1.2293,0.9995,0.0134,inverted_triangle
female,1.0447,0.8888,1.1754,1.2361,0.9802,0.0024,inverted_triangle
female,1.0441,0.8823,1.1834,1.2423,0.9703,0.0058,inverted_triangle
female,1.0424,0.8792,1.1857,1.2216,0.9931,0.0074,inverted_triangle
female,1.0411,0.8903,1.1694,1.2305,0.9792,0.0082,inverted_triangle
female,1.0459,0.8870,1.1790,1.2383,0.9994,0.0072,inverted_triangle
female,1.0513,0.8878,1.1843,1.2407,0.9735,0.0074,inverted_triangle
female,1.0443,0.8867,1.1777,1.2396,0.9859,0.0194,inverted_triangle
female,1.0417,0.8794,1.1845,1.2450,0.9696,0.0026,inverted_triangle
female,1.0470,0.8827,1.1861,1.2173,0.9586,0.0047,inverted_triangle
female,1.0474,0.8862,1.1818,1.2213,0.9793,0.0006,inverted_triangle
female,1.0441,0.8742,1.1944,1.2278,0.9838,0.0038,inverted_triangle
female,1.0355,0.8759,1.1822,1.2353,0.9820,0.0053,inverted_triangle
female,1.0440,0.8866,1.1774,1.2313,0.9808,0.0022,inverted_triangle
female,1.0494,0.8824,1.1892,1.2219,0.9956,0.0102,inverted_triangle
female,1.0545,0.8915,1.1828,1.2304,0.9813,0.0043,inverted_triangle
female,1.0433,0.8890,1.1736,1.2433,0.9777,0.0093,inverted_triangle
female,1.0514,0.8923,1.1783,1.2418,0.9864,0.0095,inverted_triangle
female,1.0482,0.8865,1.1824,1.2315,0.9806,0.0056,inverted_triangle
female,1.0389,0.8860,1.1726,1.2378,0.9980,0.0075,inverted_triangle
female,1.0535,0.8874,1.1871,1.2192,0.9783,0.0059,inverted_triangle
female,1.0444,0.8785,1.1889,1.2236,0.9889,0.0137,inverted_triangle
female,1.0525,0.8834,1.1914,1.2211,0.9748,0.0075,inverted_triangle
female,1.0422,0.8916,1.1690,1.2182,0.9962,0.0127,inverted_triangle
female,1.0420,0.8823,1.1810,1.2224,0.9521,0.0077,inverted_triangle
female,1.0442,0.8867,1.1777,1.2037,0.9998,0.0002,inverted_triangle
female,1.0530,0.8909,1.1819,1.2115,0.9899,0.0041,inverted_triangle
female,1.0459,0.8889,1.1766,1.2440,0.9830,0.0040,inverted_triangle
female,1.0416,0.8859,1.1758,1.2058,0.9809,0.0083,inverted_triangle
female,1.0523,0.8852,1.1888,1.2338,0.9896,0.0122,inverted_triangle
female,1.0385,0.8850,1.1735,1.2214,0.9910,0.0117,inverted_triangle
female,1.0497,0.8899,1.1795,1.2377,0.9628,0.0067,inverted_triangle
female,1.0463,0.8901,1.1755,1.2160,0.9952,0.0061,inverted_triangle
female,1.0492,0.8886,1.1808,1.2361,0.9815,0.0051,inverted_triangle
female,1.0453,0.8877,1.1776,1.2175,0.9987,0.0103,inverted_triangle
female,1.0533,0.8829,1.1930,1.2373,0.9541,0.0158,inverted_triangle
female,1.0401,0.8818,1.1795,1.2488,0.9728,0.0061,inverted_triangle
female,1.0469,0.8882,1.1788,1.2426,0.9741,0.0042,inverted_triangle
female,1.0434,0.8835,1.1810,1.2160,0.9639,0.0179,inverted_triangle
female,1.0422,0.8829,1.1803,1.2089,0.9617,0.0178,inverted_triangle
female,1.0338,0.8953,1.1548,1.2175,0.9924,0.0247,inverted_triangle
female,1.0477,0.8941,1.1718,1.2407,0.9771,0.0013,inverted_triangle
female,1.0476,0.8845,1.1845,1.2110,0.9694,0.0042,inverted_triangle
female,1.0410,0.8971,1.1604,1.2390,0.9947,0.0043,inverted_triangle
female,1.0519,0.8882,1.1843,1.2299,0.9596,0.0193,inverted_triangle
female,1.0509,0.8817,1.1920,1.2365,0.9563,0.0153,inverted_triangle
female,1.0476,0.8843,1.1847,1.2383,0.9652,0.0093,inverted_triangle
female,1.0410,0.8884,1.1718,1.2151,0.9718,0.0038,inverted_triangle
female,1.0573,0.8882,1.1904,1.2290,0.9668,0.0055,inverted_triangle
female,1.0453,0.8890,1.1758,1.2288,0.9654,0.0127,inverted_triangle
female,1.0483,0.8961,1.1698,1.2191,0.9829,0.0127,inverted_triangle
female,1.0439,0.8838,1.1811,1.2162,0.9672,0.0028,inverted_triangle
female,1.0407,0.8915,1.1673,1.2208,0.9929,0.0104,inverted_triangle
female,1.0516,0.8833,1.1905,1.2039,0.9864,0.0096,inverted_triangle
female,1.0458,0.8752,1.1950,1.2391,0.9559,0.0106,inverted_triangle
female,1.0511,0.8920,1.1784,1.2288,0.9737,0.0004,inverted_triangle
female,1.0466,0.8943,1.1703,1.2362,0.9784,0.0120,inverted_triangle
female,1.0447,0.8902,1.1736,1.2273,0.9724,0.0062,inverted_triangle
female,1.0437,0.8887,1.1743,1.2166,0.9727,0.0151,inverted_triangle
female,1.0428,0.8881,1.1743,1.2161,0.9638,0.0117,inverted_triangle
female,1.0464,0.8879,1.1785,1.2341,0.9887,0.0051,inverted_triangle
female,1.0452,0.8883,1.1767,1.2374,0.9598,0.0006,inverted_triangle
female,1.0472,0.8846,1.1838,1.2162,0.9546,0.0163,inverted_triangle
female,1.0454,0.8834,1.1834,1.2060,0.9947,0.0192,inverted_triangle
female,1.0376,0.8894,1.1666,1.2336,0.9566,0.0054,inverted_triangle
female,1.0368,0.8880,1.1675,1.2232,0.9886,0.0025,inverted_triangle
female,1.0510,0.8884,1.1829,1.2236,0.9896,0.0011,inverted_triangle
female,1.0508,0.8891,1.1819,1.2362,0.9844,0.0049,inverted_triangle
female,1.0481,0.8904,1.1772,1.2359,0.9806,0.0077,inverted_triangle
female,1.0430,0.8868,1.1761,1.2271,0.9597,0.0005,inverted_triangle
female,1.0426,0.8846,1.1786,1.2362,0.9766,0.0018,inverted_triangle
female,1.0487,0.8838,1.1865,1.2193,0.9756,0.0029,inverted_triangle
female,1.0379,0.8876,1.1694,1.2355,0.9623,0.0003,inverted_triangle
female,1.0456,0.8846,1.1820,1.2326,0.9761,0.0127,inverted_triangle
female,1.0371,0.8810,1.1772,1.2502,0.9884,0.0273,inverted_triangle
female,1.0422,0.8851,1.1775,1.2389,0.9606,0.0038,inverted_triangle
female,1.0444,0.8872,1.1772,1.2132,0.9928,0.0088,inverted_triangle
female,1.0427,0.8865,1.1762,1.2264,0.9885,0.0111,inverted_triangle
female,1.0482,0.8810,1.1897,1.2498,0.9930,0.0013,inverted_triangle
female,1.0450,0.8855,1.1801,1.2181,0.9643,0.0023,inverted_triangle
female,1.0531,0.8836,1.1918,1.2426,0.9590,0.0017,inverted_triangle
female,1.0517,0.8866,1.1862,1.2264,0.9576,0.0041,inverted_triangle
female,1.0424,0.8831,1.1805,1.2370,0.9859,0.0112,inverted_triangle
female,1.0447,0.8951,1.1671,1.2272,0.9675,0.0010,inverted_triangle
female,1.0471,0.8830,1.1858,1.2440,0.9780,0.0001,inverted_triangle
female,1.0356,0.8944,1.1578,1.2320,0.9882,0.0168,inverted_triangle
female,1.0397,0.8848,1.1751,1.2215,0.9816,0.0108,inverted_triangle
